PlaylistName,TrackName,AlbumTitle,ArtistName,Genre,Composer,DurationMinutes,UnitPrice
Music,As Pegadas Do Amor,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,Gilberto Gil,3.49,0.99
Music,As Profecias,Raul Seixas,Raul Seixas,Rock,,3.88,0.99
Music,As Profecias,Raul Seixas,Raul Seixas,Rock,,3.88,0.99
Music,As Rosas Não Falam (Beth Carvalho),Vozes do MPB,Various Artists,Latin,,1.95,0.99
Music,As Rosas Não Falam (Beth Carvalho),Vozes do MPB,Various Artists,Latin,,1.95,0.99
Music,As Tears Go By,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,Rock,Jagger/Richards/Oldham,2.74,0.99
Music,As Tears Go By,"Hot Rocks, 1964-1971 (Disc 1)",The Rolling Stones,Rock,Jagger/Richards/Oldham,2.74,0.99
Music,As The Years Go by,Santana - As Years Go By,Santana,Rock,Albert King,3.88,0.99
Music,As The Years Go by,Santana - As Years Go By,Santana,Rock,Albert King,3.88,0.99
Music,As We Sleep,Heart of the Night,Spyro Gyra,Jazz,,5.28,0.99
Music,As We Sleep,Heart of the Night,Spyro Gyra,Jazz,,5.28,0.99
Music,Asa Branca,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,Humberto Teixeira/Luiz Gonzaga,3.62,0.99
Music,Asa Branca,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,Humberto Teixeira/Luiz Gonzaga,3.62,0.99
Music,Asas,Deixa Entrar,Falamansa,Latin,,3.87,0.99
Music,Asas,Deixa Entrar,Falamansa,Latin,,3.87,0.99
Music,Ashes And Ghosts,Beyond Good And Evil,The Cult,Rock,Billy Duffy/Bob Rock/Ian Astbury,5.01,0.99
Music,Ashes And Ghosts,Beyond Good And Evil,The Cult,Rock,Billy Duffy/Bob Rock/Ian Astbury,5.01,0.99
Music,Ashes To Ashes,Album Of The Year,Faith No More,Alternative & Punk,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,3.62,0.99
Music,Ashes To Ashes,Album Of The Year,Faith No More,Alternative & Punk,Bill Gould/Jon Hudson/Mike Bordin/Mike Patton/Roddy Bottum,3.62,0.99
Music,Assaltaram A Gramática,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,,4.35,0.99
Music,Assaltaram A Gramática,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,,4.35,0.99
Music,Assim Caminha A Humanidade,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,,3.51,0.99
Music,Assim Caminha A Humanidade,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,,3.51,0.99
Music,Assum Preto,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,Humberto Teixeira/Luiz Gonzaga,3.33,0.99
Music,Assum Preto,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,Humberto Teixeira/Luiz Gonzaga,3.33,0.99
Music,Astronomy,Garage Inc. (Disc 1),Metallica,Metal,A.Bouchard/J.Bouchard/S.Pearlman,6.63,0.99
Music,Astronomy,Garage Inc. (Disc 1),Metallica,Metal,A.Bouchard/J.Bouchard/S.Pearlman,6.63,0.99
Music,Atomic Punk,Van Halen,Van Halen,Rock,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",3.03,0.99
Music,Atomic Punk,Van Halen,Van Halen,Rock,"Edward Van Halen, Alex Van Halen, Michael Anthony and David Lee Roth",3.03,0.99
Music,Atras Da Porta,Minha Historia,Chico Buarque,Latin,,3.16,0.99
Music,Atras Da Porta,Minha Historia,Chico Buarque,Latin,,3.16,0.99
Music,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,Prenda Minha,Caetano Veloso,Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,5.12,0.99
Music,Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu,Prenda Minha,Caetano Veloso,Latin,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,5.12,0.99
Music,Atrás Do Trio Elétrico,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,,2.48,0.99
Music,Atrás Do Trio Elétrico,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lulu Santos,Latin,,2.48,0.99
Music,Atrás da Porta,Elis Regina-Minha História,Elis Regina,Latin,,2.78,0.99
Music,Atrás da Porta,Elis Regina-Minha História,Elis Regina,Latin,,2.78,0.99
Music,Attitude,ReLoad,Metallica,Metal,"Hetfield, Ulrich",5.26,0.99
Music,Attitude,ReLoad,Metallica,Metal,"Hetfield, Ulrich",5.26,0.99
Music,Até Que Enfim Encontrei Você,Serie Sem Limite (Disc 1),Tim Maia,Latin,Tim Maia,1.75,0.99
Music,Até Que Enfim Encontrei Você,Serie Sem Limite (Disc 1),Tim Maia,Latin,Tim Maia,1.75,0.99
Music,Ava Adore,Rotten Apples: Greatest Hits,Smashing Pumpkins,Alternative & Punk,Billy Corgan,4.36,0.99
Music,Ava Adore,Rotten Apples: Greatest Hits,Smashing Pumpkins,Alternative & Punk,Billy Corgan,4.36,0.99
Music,Ave Maria,A Soprano Inspired,"Britten Sinfonia, Ivor Bolton & Lesley Garrett",Classical,Franz Schubert,5.64,0.99
Music,Ave Maria,A Soprano Inspired,"Britten Sinfonia, Ivor Bolton & Lesley Garrett",Classical,Franz Schubert,5.64,0.99
Music,Avisa,Deixa Entrar,Falamansa,Latin,,5.92,0.99
Music,Avisa,Deixa Entrar,Falamansa,Latin,,5.92,0.99
Music,Aviso Aos Navegantes,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,,4.05,0.99
Music,Aviso Aos Navegantes,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Lulu Santos,Latin,,4.05,0.99
Music,Azul,Djavan Ao Vivo - Vol. 1,Djavan,Latin,Djavan,4.23,0.99
Music,Azul,Djavan Ao Vivo - Vol. 1,Djavan,Latin,Djavan,4.23,0.99
Music,Azul Da Cor Do Mar,Serie Sem Limite (Disc 1),Tim Maia,Latin,Tim Maia,3.3,0.99
Music,Azul Da Cor Do Mar,Serie Sem Limite (Disc 1),Tim Maia,Latin,Tim Maia,3.3,0.99
Music,Açai,Djavan Ao Vivo - Vol. 1,Djavan,Latin,Djavan,4.52,0.99
Music,Açai,Djavan Ao Vivo - Vol. 1,Djavan,Latin,Djavan,4.52,0.99
Music,B.Y.O.B.,Mezmerize,System Of A Down,Metal,"Tankian, Serj",4.26,0.99
Music,B.Y.O.B.,Mezmerize,System Of A Down,Metal,"Tankian, Serj",4.26,0.99
Music,Baba O'Riley,My Generation - The Very Best Of The Who,The Who,Rock,John Entwistle/Pete Townshend,5.16,0.99
Music,Baba O'Riley,My Generation - The Very Best Of The Who,The Who,Rock,John Entwistle/Pete Townshend,5.16,0.99
Music,Babe I'm Gonna Leave You,Led Zeppelin I,Led Zeppelin,Rock,Jimmy Page/Robert Plant,6.69,0.99
Music,Babe I'm Gonna Leave You,Led Zeppelin I,Led Zeppelin,Rock,Jimmy Page/Robert Plant,6.69,0.99
Music,Baby,Minha História,Os Mutantes,Alternative & Punk,Caetano Veloso,2.95,0.99
Music,Baby,Minha História,Os Mutantes,Alternative & Punk,Caetano Veloso,2.95,0.99
Music,Baby Break It Down,Voodoo Lounge,The Rolling Stones,Rock,Jagger/Richards,4.16,0.99
Music,Baby Break It Down,Voodoo Lounge,The Rolling Stones,Rock,Jagger/Richards,4.16,0.99
Music,Babyface,Zooropa,U2,Rock,U2; Bono,4.03,0.99
Music,Babyface,Zooropa,U2,Rock,U2; Bono,4.03,0.99
Music,Babylon,Tangents,The Tea Party,Alternative & Punk,The Tea Party,2.83,0.99
Music,Babylon,Tangents,The Tea Party,Alternative & Punk,The Tea Party,2.83,0.99
Music,Babylon,Transmission,The Tea Party,Alternative & Punk,The Tea Party,4.87,0.99
Music,Babylon,Transmission,The Tea Party,Alternative & Punk,The Tea Party,4.87,0.99
Music,Back Door Man,The Doors,The Doors,Rock,"Willie Dixon, C. Burnett",3.57,0.99
Music,Back Door Man,The Doors,The Doors,Rock,"Willie Dixon, C. Burnett",3.57,0.99
Music,Back in the Village,Powerslave,Iron Maiden,Metal,Dickinson/Smith,5.34,0.99
Music,Back in the Village,Powerslave,Iron Maiden,Metal,Dickinson/Smith,5.34,0.99
Music,Back off Bitch,Use Your Illusion I,Guns N' Roses,Rock,,5.06,0.99
Music,Back off Bitch,Use Your Illusion I,Guns N' Roses,Rock,,5.06,0.99
Music,Back to Black,Back to Black,Amy Winehouse,R&B/Soul,Mark Ronson,4.01,0.99
Music,Back to Black,Back to Black,Amy Winehouse,R&B/Soul,Mark Ronson,4.01,0.99
Music,Bad,The Best Of 1980-1990,U2,Rock,U2,5.86,0.99
Music,Bad,The Best Of 1980-1990,U2,Rock,U2,5.86,0.99
Music,Bad Apples,Use Your Illusion I,Guns N' Roses,Rock,,4.47,0.99
Music,Bad Apples,Use Your Illusion I,Guns N' Roses,Rock,,4.47,0.99
Music,Bad Attitude,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",5.13,0.99
Music,Bad Attitude,Knocking at Your Back Door: The Best Of Deep Purple in the 80's,Deep Purple,Rock,"Richie Blackmore, Ian Gillian, Roger Glover, Jon Lord",5.13,0.99
Music,Bad Boy,BackBeat Soundtrack,BackBeat,Rock And Roll,Larry Williams,1.93,0.99
Music,Bad Boy,BackBeat Soundtrack,BackBeat,Rock And Roll,Larry Williams,1.93,0.99
Music,Bad Boy Boogie,Let There Be Rock,AC/DC,Rock,AC/DC,4.46,0.99
Music,Bad Boy Boogie,Let There Be Rock,AC/DC,Rock,AC/DC,4.46,0.99
Music,Bad Moon Rising,"Chronicle, Vol. 1",Creedence Clearwater Revival,Rock,J. C. Fogerty,2.34,0.99
Music,Bad Moon Rising,"Chronicle, Vol. 1",Creedence Clearwater Revival,Rock,J. C. Fogerty,2.34,0.99
Music,Bad Obsession,Use Your Illusion I,Guns N' Roses,Rock,,5.47,0.99
Music,Bad Obsession,Use Your Illusion I,Guns N' Roses,Rock,,5.47,0.99
Music,Bad Seed,ReLoad,Metallica,Metal,"Hetfield, Ulrich, Hammett",4.09,0.99
Music,Bad Seed,ReLoad,Metallica,Metal,"Hetfield, Ulrich, Hammett",4.09,0.99
Music,"Bad, Bad Leroy Brown",My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,Easy Listening,jim croce,2.83,0.99
Music,"Bad, Bad Leroy Brown",My Way: The Best Of Frank Sinatra [Disc 1],Frank Sinatra,Easy Listening,jim croce,2.83,0.99
Music,Badge,The Cream Of Clapton,Eric Clapton,Blues,Clapton/Harrison,2.73,0.99
Music,Badge,The Cream Of Clapton,Eric Clapton,Blues,Clapton/Harrison,2.73,0.99
Music,Baixo Rio,The Best of Ed Motta,Ed Motta,Latin,,3.3,0.99
Music,Baixo Rio,The Best of Ed Motta,Ed Motta,Latin,,3.3,0.99
Music,Baião Ambiental [Instrumental],Afrociberdelia,Chico Science & Nação Zumbi,Latin,Chico Science,2.54,0.99
Music,Baião Ambiental [Instrumental],Afrociberdelia,Chico Science & Nação Zumbi,Latin,Chico Science,2.54,0.99
Music,Baião Da Penha,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,,4.13,0.99
Music,Baião Da Penha,As Canções de Eu Tu Eles,Gilberto Gil,Soundtrack,,4.13,0.99
Music,Balada Da Paula,Roda De Funk,Funk Como Le Gusta,Latin,Emerson Villani,5.38,0.99
Music,Balada Da Paula,Roda De Funk,Funk Como Le Gusta,Latin,Emerson Villani,5.38,0.99
Music,Balada Do Amor Inabalável,Maquinarama,Skank,Rock,Fausto Fawcett/Samuel Rosa,4.01,0.99
Music,Balada Do Amor Inabalável,Maquinarama,Skank,Rock,Fausto Fawcett/Samuel Rosa,4.01,0.99
Music,Balada Do Louco,Minha História,Os Mutantes,Alternative & Punk,Arnaldo Baptista - Rita Lee,4.02,0.99
Music,Balada Do Louco,Minha História,Os Mutantes,Alternative & Punk,Arnaldo Baptista - Rita Lee,4.02,0.99
Music,Balanço,Serie Sem Limite (Disc 2),Tim Maia,Latin,,3.5,0.99
Music,Balanço,Serie Sem Limite (Disc 2),Tim Maia,Latin,,3.5,0.99
Music,Ballot or the Bullet,Van Halen III,Van Halen,Rock,Van Halen,5.7,0.99
Music,Ballot or the Bullet,Van Halen III,Van Halen,Rock,Van Halen,5.7,0.99
Music,Balls to the Wall,Balls to the Wall,Accept,Rock,,5.71,0.99
Music,Balls to the Wall,Balls to the Wall,Accept,Rock,,5.71,0.99
Music,"Baltimore, DC",Outbreak,Dennis Chambers,Jazz,John Scofield,5.78,0.99
Music,"Baltimore, DC",Outbreak,Dennis Chambers,Jazz,John Scofield,5.78,0.99
Music,"Band Members Discuss Tracks from ""Revelations""",Revelations,Audioslave,Alternative,,4.9,0.99
Music,"Band Members Discuss Tracks from ""Revelations""",Revelations,Audioslave,Alternative,,4.9,0.99
Music,Banditismo Por Uma Questa,Da Lama Ao Caos,Chico Science & Nação Zumbi,Latin,,5.12,0.99
Music,Banditismo Por Uma Questa,Da Lama Ao Caos,Chico Science & Nação Zumbi,Latin,,5.12,0.99
Music,Banditismo Por Uma Questa,Da Lama Ao Caos,Chico Science & Nação Zumbi,Latin,,4.06,0.99
Music,Banditismo Por Uma Questa,Da Lama Ao Caos,Chico Science & Nação Zumbi,Latin,,4.06,0.99
Music,Banho De Lua,Minha História,Os Mutantes,Alternative & Punk,B. de Filippi - F. Migliaci - Versão: Fred Jorge,3.7,0.99
Music,Banho De Lua,Minha História,Os Mutantes,Alternative & Punk,B. de Filippi - F. Migliaci - Versão: Fred Jorge,3.7,0.99
Music,Bankrobber,The Singles,The Clash,Alternative & Punk,Joe Strummer/Mick Jones,4.54,0.99
Music,Bankrobber,The Singles,The Clash,Alternative & Punk,Joe Strummer/Mick Jones,4.54,0.99
Music,Bark at the Moon,Bark at the Moon (Remastered),Ozzy Osbourne,Rock,O. Osbourne,4.29,0.99
Music,Bark at the Moon,Bark at the Moon (Remastered),Ozzy Osbourne,Rock,O. Osbourne,4.29,0.99
Music,Basket Case,International Superhits,Green Day,Alternative & Punk,Billie Joe Armstrong -Words Green Day -Music,3.03,0.99
Music,Basket Case,International Superhits,Green Day,Alternative & Punk,Billie Joe Armstrong -Words Green Day -Music,3.03,0.99
Music,Bass Trap,B-Sides 1980-1990,U2,Rock,U2,3.55,0.99
Music,Bass Trap,B-Sides 1980-1990,U2,Rock,U2,3.55,0.99
Music,Bastille Day,Retrospective I (1974-1980),Rush,Rock,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,4.68,0.99
Music,Bastille Day,Retrospective I (1974-1980),Rush,Rock,Geddy Lee And Alex Lifeson/Geddy Lee And Neil Peart/Rush,4.68,0.99
Music,Bat Macumba,Minha História,Os Mutantes,Alternative & Punk,Gilberto Gil - Caetano Veloso,3.13,0.99
Music,Bat Macumba,Minha História,Os Mutantes,Alternative & Punk,Gilberto Gil - Caetano Veloso,3.13,0.99
Music,Batalha Naval,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,Electronica/Dance,,4.76,0.99
Music,Batalha Naval,Radio Brasil (O Som da Jovem Vanguarda) - Seleccao de Henrique Amaro,O Rappa,Electronica/Dance,,4.76,0.99
Music,Bate Lata,Axé Bahia 2001,Various Artists,Pop,Fábio Nolasco/Gal Sales/Ivan Brasil,3.45,0.99
Music,Bate Lata,Axé Bahia 2001,Various Artists,Pop,Fábio Nolasco/Gal Sales/Ivan Brasil,3.45,0.99
Music,Battery,Master Of Puppets,Metallica,Metal,J.Hetfield/L.Ulrich,5.21,0.99
Music,Battery,Master Of Puppets,Metallica,Metal,J.Hetfield/L.Ulrich,5.21,0.99
Music,Be Aggressive,Angel Dust,Faith No More,Alternative & Punk,,3.71,0.99
Music,Be Aggressive,Angel Dust,Faith No More,Alternative & Punk,,3.71,0.99
Music,Be Good Johnny,The Best Of Men At Work,Men At Work,Rock,,3.61,0.99
Music,Be Good Johnny,The Best Of Men At Work,Men At Work,Rock,,3.61,0.99
Music,Be Mine,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,5.55,0.99
Music,Be Mine,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,5.55,0.99
Music,Be Quick Or Be Dead,A Real Live One,Iron Maiden,Metal,Bruce Dickinson/Janick Gers,3.28,0.99
Music,Be Quick Or Be Dead,A Real Live One,Iron Maiden,Metal,Bruce Dickinson/Janick Gers,3.28,0.99
Music,Be Quick Or Be Dead,Fear Of The Dark,Iron Maiden,Rock,Bruce Dickinson/Janick Gers,3.41,0.99
Music,Be Quick Or Be Dead,Fear Of The Dark,Iron Maiden,Rock,Bruce Dickinson/Janick Gers,3.41,0.99
Music,Be Quick Or Be Dead,Live At Donington 1992 (Disc 1),Iron Maiden,Rock,,3.89,0.99
Music,Be Quick Or Be Dead,Live At Donington 1992 (Disc 1),Iron Maiden,Rock,,3.89,0.99
Music,Be Yourself,Out Of Exile,Audioslave,Alternative & Punk,"Cornell, Commerford, Morello, Wilk",4.66,0.99
Music,Be Yourself,Out Of Exile,Audioslave,Alternative & Punk,"Cornell, Commerford, Morello, Wilk",4.66,0.99
Music,Beach Sequence,Original Soundtracks 1,Passengers,Soundtrack,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",3.54,0.99
Music,Beach Sequence,Original Soundtracks 1,Passengers,Soundtrack,"Brian Eno, Bono, Adam Clayton, The Edge & Larry Mullen Jnr.",3.54,0.99
Music,Beautiful Boy,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Pop,,3.8,0.99
Music,Beautiful Boy,Instant Karma: The Amnesty International Campaign to Save Darfur,U2,Pop,,3.8,0.99
Music,Beautiful Day,All That You Can't Leave Behind,U2,Rock,"Adam Clayton, Bono, Larry Mullen, The Edge",4.14,0.99
Music,Beautiful Day,All That You Can't Leave Behind,U2,Rock,"Adam Clayton, Bono, Larry Mullen, The Edge",4.14,0.99
Music,Because You Are,Judas 0: B-Sides and Rarities,Smashing Pumpkins,Alternative & Punk,Billy Corgan,3.77,0.99
Music,Because You Are,Judas 0: B-Sides and Rarities,Smashing Pumpkins,Alternative & Punk,Billy Corgan,3.77,0.99
Music,Been A Son,From The Muddy Banks Of The Wishkah [Live],Nirvana,Rock,Kurt Cobain,2.13,0.99
Music,Been A Son,From The Muddy Banks Of The Wishkah [Live],Nirvana,Rock,Kurt Cobain,2.13,0.99
Music,Before You Accuse Me,"Chronicle, Vol. 2",Creedence Clearwater Revival,Rock,J.C. Fogerty,3.46,0.99
Music,Before You Accuse Me,"Chronicle, Vol. 2",Creedence Clearwater Revival,Rock,J.C. Fogerty,3.46,0.99
Music,Before You Accuse Me,Unplugged,Eric Clapton,Blues,Eugene McDaniel,3.74,0.99
Music,Before You Accuse Me,Unplugged,Eric Clapton,Blues,Eugene McDaniel,3.74,0.99
Music,Behind The Wall Of Sleep,Black Sabbath,Black Sabbath,Metal,,3.63,0.99
Music,Behind The Wall Of Sleep,Black Sabbath,Black Sabbath,Metal,,3.63,0.99
Music,Beija Eu,Barulhinho Bom,Marisa Monte,Latin,Caetano Veloso e Gilberto Gil,3.29,0.99
Music,Beija Eu,Barulhinho Bom,Marisa Monte,Latin,Caetano Veloso e Gilberto Gil,3.29,0.99
Music,Beija-Flor,Sambas De Enredo 2001,Various Artists,Latin,Caruso/Cleber/Deo/Osmar,5.45,0.99
Music,Beija-Flor,Sambas De Enredo 2001,Various Artists,Latin,Caruso/Cleber/Deo/Osmar,5.45,0.99
Music,Beijo Partido,Minas,Milton Nascimento,Latin,Toninho Horta,3.83,0.99
Music,Beijo Partido,Minas,Milton Nascimento,Latin,Toninho Horta,3.83,0.99
Music,Beijo do Olhar,Demorou...,Mônica Marianno,World,Mônica Marianno,4.21,0.99
Music,Beijo do Olhar,Demorou...,Mônica Marianno,World,Mônica Marianno,4.21,0.99
Music,Beira Mar,Unplugged,Eric Clapton,Latin,Gilberto Gil,4.92,0.99
Music,Beira Mar,Unplugged,Eric Clapton,Latin,Gilberto Gil,4.92,0.99
Music,Believe,Heart of the Night,Spyro Gyra,Jazz,,5.18,0.99
Music,Believe,Heart of the Night,Spyro Gyra,Jazz,,5.18,0.99
Music,Believe,Greatest Hits,Lenny Kravitz,Rock,Henry Hirsch/Lenny Kravitz,4.92,0.99
Music,Believe,Greatest Hits,Lenny Kravitz,Rock,Henry Hirsch/Lenny Kravitz,4.92,0.99
Music,Believe,Judas 0: B-Sides and Rarities,Smashing Pumpkins,Alternative & Punk,James Iha,3.22,0.99
Music,Believe,Judas 0: B-Sides and Rarities,Smashing Pumpkins,Alternative & Punk,James Iha,3.22,0.99
Music,Believe in Love,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Rock,,5.43,0.99
Music,Believe in Love,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Rock,,5.43,0.99
Music,Believer,Tribute,Ozzy Osbourne,Metal,"O. Osbourne, R. Daisley, R. Rhoads",5.15,0.99
Music,Believer,Tribute,Ozzy Osbourne,Metal,"O. Osbourne, R. Daisley, R. Rhoads",5.15,0.99
Music,Bell Bottom Blues,The Cream Of Clapton,Eric Clapton,Blues,Clapton,5.08,0.99
Music,Bell Bottom Blues,The Cream Of Clapton,Eric Clapton,Blues,Clapton,5.08,0.99
Music,Belong,Out Of Time,R.E.M. Feat. Kate Pearson,Alternative & Punk,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,4.12,0.99
Music,Belong,Out Of Time,R.E.M. Feat. Kate Pearson,Alternative & Punk,Bill Berry/Michael Stipe/Mike Mills/Peter Buck,4.12,0.99
Music,Bem Devagar,Prenda Minha,Caetano Veloso,Latin,Gilberto Gil,2.22,0.99
Music,Bem Devagar,Prenda Minha,Caetano Veloso,Latin,Gilberto Gil,2.22,0.99
Music,Bem Leve,Barulhinho Bom,Marisa Monte,Latin,Caetano Veloso e Gilberto Gil,2.65,0.99
Music,Bem Leve,Barulhinho Bom,Marisa Monte,Latin,Caetano Veloso e Gilberto Gil,2.65,0.99
Music,Berimbau,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,Bossa Nova,,3.18,0.99
Music,Berimbau,Vinícius De Moraes - Sem Limite,Toquinho & Vinícius,Bossa Nova,,3.18,0.99
Music,Berlim,Acústico MTV [Live],Cidade Negra,Reggae,Da Gama/Toni Garrido,3.46,0.99
Music,Berlim,Acústico MTV [Live],Cidade Negra,Reggae,Da Gama/Toni Garrido,3.46,0.99
Music,Best Of You,In Your Honor [Disc 1],Foo Fighters,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",4.26,0.99
Music,Best Of You,In Your Honor [Disc 1],Foo Fighters,Rock,"Dave Grohl, Taylor Hawkins, Nate Mendel, Chris Shiflett",4.26,0.99
Music,Best Thing,Heart of the Night,Spyro Gyra,Jazz,,4.57,0.99
Music,Best Thing,Heart of the Night,Spyro Gyra,Jazz,,4.57,0.99
Music,Beth,Greatest Kiss,Kiss,Rock,"S. Penridge, Bob Ezrin, Peter Criss",2.78,0.99
Music,Beth,Greatest Kiss,Kiss,Rock,"S. Penridge, Bob Ezrin, Peter Criss",2.78,0.99
Music,Beth,Unplugged [Live],Kiss,Rock,"Peter Criss, Stan Penridge, Bob Ezrin",2.84,0.99
Music,Beth,Unplugged [Live],Kiss,Rock,"Peter Criss, Stan Penridge, Bob Ezrin",2.84,0.99
Music,Better Man,Live On Two Legs [Live],Pearl Jam,Rock,Eddie Vedder,4.1,0.99
Music,Better Man,Live On Two Legs [Live],Pearl Jam,Rock,Eddie Vedder,4.1,0.99
Music,Better Than You,ReLoad,Metallica,Metal,"Hetfield, Ulrich",5.38,0.99
Music,Better Than You,ReLoad,Metallica,Metal,"Hetfield, Ulrich",5.38,0.99
Music,Bichos Escrotos (Vinheta),Acústico,Titãs,Alternative & Punk,Titãs,1.75,0.99
Music,Bichos Escrotos (Vinheta),Acústico,Titãs,Alternative & Punk,Titãs,1.75,0.99
Music,Bicycle Race,Greatest Hits I,Queen,Rock,"Mercury, Freddie",3.06,0.99
Music,Bicycle Race,Greatest Hits I,Queen,Rock,"Mercury, Freddie",3.06,0.99
Music,Big Bad Bill (Is Sweet William Now),Diver Down,Van Halen,Rock,Jack Yellen/Milton Ager,2.75,0.99
Music,Big Bad Bill (Is Sweet William Now),Diver Down,Van Halen,Rock,Jack Yellen/Milton Ager,2.75,0.99
Music,Big City Nights,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Rock,,4.2,0.99
Music,Big City Nights,20th Century Masters - The Millennium Collection: The Best of Scorpions,Scorpions,Rock,,4.2,0.99
Music,Big Machine,Contraband,Velvet Revolver,Rock,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",4.43,0.99
Music,Big Machine,Contraband,Velvet Revolver,Rock,"Dave Kushner, Duff, Matt Sorum, Scott Weiland & Slash",4.43,0.99
Music,Big Wave,Pearl Jam,Pearl Jam,Alternative & Punk,Jeff Ament,2.98,0.99
Music,Big Wave,Pearl Jam,Pearl Jam,Alternative & Punk,Jeff Ament,2.98,0.99
Music,Billie Jean,Carry On,Chris Cornell,Alternative,Michael Jackson,4.69,0.99
Music,Billie Jean,Carry On,Chris Cornell,Alternative,Michael Jackson,4.69,0.99
Music,Binky The Doormat,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,5.03,0.99
Music,Binky The Doormat,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,5.03,0.99
Music,Biruta,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,Hip Hop/Rap,,3.55,0.99
Music,Biruta,Os Cães Ladram Mas A Caravana Não Pára,Planet Hemp,Hip Hop/Rap,,3.55,0.99
Music,Bite The Bullet,Ace Of Spades,Motörhead,Metal,Clarke/Kilmister/Taylor,1.64,0.99
Music,Bite The Bullet,Ace Of Spades,Motörhead,Metal,Clarke/Kilmister/Taylor,1.64,0.99
Music,Bitter Pill,Motley Crue Greatest Hits,Mötley Crüe,Metal,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,4.45,0.99
Music,Bitter Pill,Motley Crue Greatest Hits,Mötley Crüe,Metal,Mick Mars/Nikki Sixx/Tommy Lee/Vince Neil,4.45,0.99
Music,Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,Misplaced Childhood,Marillion,Rock,"Kelly, Mosley, Rothery, Trewaves",5.94,0.99
Music,Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,Misplaced Childhood,Marillion,Rock,"Kelly, Mosley, Rothery, Trewaves",5.94,0.99
Music,Bittersweet Me,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,4.1,0.99
Music,Bittersweet Me,New Adventures In Hi-Fi,R.E.M.,Rock,Bill Berry-Peter Buck-Mike Mills-Michael Stipe,4.1,0.99
Music,Black,Live On Two Legs [Live],Pearl Jam,Rock,Stone Gossard & Eddie Vedder,6.93,0.99
Music,Black,Live On Two Legs [Live],Pearl Jam,Rock,Stone Gossard & Eddie Vedder,6.93,0.99
Music,Black,Ten,Pearl Jam,Rock,Dave Krusen/Stone Gossard,5.73,0.99
Music,Black,Ten,Pearl Jam,Rock,Dave Krusen/Stone Gossard,5.73,0.99
Music,Black Capricorn Day,Synkronized,Jamiroquai,R&B/Soul,Jay Kay,5.69,0.99
